"Trait"	"Predictor"	"Coef"	"St.error"	"t.value"	"P.value"	"Class"
"average_area_per_nodule"	"namednf2"	-0.00333079309453098	0.00205913919638951	-1.61756577718067	0.113616226917657	"None"
"average_area_per_nodule"	"namednf3"	-0.00177681070307068	0.00219461667213254	-0.809622348008562	0.422947503827385	"None"
"average_area_per_nodule"	"namednf4"	-0.000256081705261391	0.00367561148169811	-0.069670504223989	0.944803064912654	"None"
"average_area_per_nodule"	"namednf6"	-0.00151983354305663	0.00205913919638951	-0.738091696628138	0.464767238238644	"None"
"average_area_per_nodule"	"namednf7"	-0.00360315732286572	0.00205913919638951	-1.74983669349964	0.0878153074336394	"None"
"average_area_per_nodule"	"namednf1/dnf2"	-0.00349321023796574	0.0021965104927762	-1.59034534524378	0.119630560969642	"None"
"average_area_per_nodule"	"namednf5/dnf2"	-0.00336964445198008	0.00205913919638951	-1.63643354363241	0.109594190599079	"None"
"average_area_per_nodule"	"namerdn1"	-2.99199886207707e-05	0.00367561148169811	-0.00814013906794845	0.993545644058638	"None"
"average_area_per_nodule"	"namesunn1"	0.00360259892179871	0.00205913919638951	1.7495655117029	0.087862720520148	"None"
"average_area_per_nodule"	"namesunn4"	0.00233646708232388	0.0021965104927762	1.06371769677767	0.29383622245714	"None"
"total_nodulated_area_per_plant"	"namehcl"	0.00406666666666741	0.236859148501686	0.0171691348735828	0.986387040701408	"None"
"total_nodulated_area_per_plant"	"nameipd3"	-0.887615234903571	0.252442883492461	-3.5161032175822	0.00110546416302237	"Down"
"total_nodulated_area_per_plant"	"namelatd"	-0.847843127170382	0.421922361089294	-2.00947663684255	0.0512667517476325	"None"
"total_nodulated_area_per_plant"	"namenad1"	-0.712395341118507	0.276755946217424	-2.5740922674118	0.0138596191961966	"Down"
"total_nodulated_area_per_plant"	"namednf1"	0.380866899845802	0.276638702794826	1.37676650446224	0.176241946409029	"None"
"total_nodulated_area_per_plant"	"namednf2"	-0.533033333333331	0.236859148501686	-2.25042324396238	0.0299895440567637	"Down"
"total_nodulated_area_per_plant"	"namednf3"	0.110395403394303	0.252442883492461	0.43730843930722	0.664239739566626	"None"
"total_nodulated_area_per_plant"	"namednf4"	0.312464649855205	0.422799103287697	0.739038109176371	0.464198756425634	"None"
"total_nodulated_area_per_plant"	"namednf6"	0.479766666666669	0.236859148501686	2.02553572324125	0.0495201651651146	"Up"
"total_nodulated_area_per_plant"	"namednf7"	-0.792933333333332	0.236859148501686	-3.34769983912058	0.00178372591405902	"Down"
"total_nodulated_area_per_plant"	"namednf1/dnf2"	-0.757805343375079	0.25266072633954	-2.99930010632795	0.00463880640485839	"Down"
"total_nodulated_area_per_plant"	"namednf5/dnf2"	-0.704333333333332	0.236859148501686	-2.9736378678585	0.00496730159831098	"Down"
"total_nodulated_area_per_plant"	"namerdn1"	2.62046464985521	0.422799103287697	6.19789547678413	2.4905145632988e-07	"Up"
"total_nodulated_area_per_plant"	"namesunn1"	1.37686666666667	0.236859148501686	5.81301873023016	8.65752794743326e-07	"Up"
"total_nodulated_area_per_plant"	"namesunn4"	1.95556965662492	0.25266072633954	7.73990356537216	1.7862977872135e-09	"Up"
"total_biomass_per_plant"	"namedmi1-2"	-0.834902043644257	0.144473376341462	-5.77893356400123	2.62295162060564e-07	"Down"
"total_biomass_per_plant"	"namedmi2-3"	-0.696799979751749	0.249177963659852	-2.79639487183119	0.00687239561397018	"Down"
"total_biomass_per_plant"	"namedmi3-1"	-0.986813322172212	0.137226935922591	-7.19110512479028	1.00334780038078e-09	"Down"
"total_biomass_per_plant"	"namehcl"	-0.311312443250775	0.150245760082915	-2.07202148718854	0.042429296763119	"Down"
"total_biomass_per_plant"	"nameipd3"	-1.03186590463034	0.150336456212844	-6.86371044405518	3.69929560381231e-09	"Down"
"total_biomass_per_plant"	"namelatd"	-1.02542443328332	0.137226935922591	-7.47247197781751	3.26019351247516e-10	"Down"
"total_biomass_per_plant"	"namenad1"	-1.03532580866143	0.150300082296435	-6.88839149548482	3.35333876778978e-09	"Down"
"total_biomass_per_plant"	"namednf1"	0.0571666666666674	0.141175335596326	0.404933811031471	0.686919932561391	"None"
"total_biomass_per_plant"	"namednf2"	-1.01016666666667	0.141175335596327	-7.15540474828489	1.15700370633089e-09	"Down"
"total_biomass_per_plant"	"namednf3"	-0.461866666666667	0.141175335596327	-3.27158185752303	0.00174952971734296	"Down"
"total_biomass_per_plant"	"namednf4"	-0.735755617722357	0.164396072788138	-4.47550604612402	3.32753337223061e-05	"Down"
"total_biomass_per_plant"	"namednf6"	-0.347466666666668	0.141175335596327	-2.4612420094414	0.0166425330293684	"Down"
"total_biomass_per_plant"	"namednf7"	-1.01766666666667	0.141175335596327	-7.20853017538814	9.35923758989181e-10	"Down"
"total_biomass_per_plant"	"namednf1/dnf2"	-1.0223	0.141175335596326	-7.24134988368749	8.20971575109357e-10	"Down"
"total_biomass_per_plant"	"namednf5/dnf2"	-1.01783333333333	0.141175335596326	-7.20971074043488	9.31522823138086e-10	"Down"
"total_biomass_per_plant"	"namerdn1"	0.0059666044998646	0.164396072788138	0.0362940817178396	0.971164473358207	"None"
"total_biomass_per_plant"	"namesunn1"	0.097033333333332	0.141175335596327	0.687324970211418	0.494441117241338	"None"
"total_biomass_per_plant"	"namesunn4"	-0.943533333333334	0.141175335596327	-6.68341484259865	7.57044008569061e-09	"Down"
"root_to_shoot_ratio"	"namedmi1-2"	1.64034561945108	0.128373740690929	12.7778906388679	5.02827448958158e-19	"Up"
"root_to_shoot_ratio"	"namedmi2-3"	1.97031721037455	0.221410394792465	8.89893725279423	1.10792693499423e-12	"Up"
"root_to_shoot_ratio"	"namedmi3-1"	1.49573593622176	0.121934819646641	12.2666842871979	3.11875189620375e-18	"Up"
"root_to_shoot_ratio"	"namehcl"	0.0433968951974321	0.133502869062944	0.325063390038242	0.746227473352487	"None"
"root_to_shoot_ratio"	"nameipd3"	0.738716907575516	0.133583458315857	5.53000286778643	6.81815789224019e-07	"Up"
"root_to_shoot_ratio"	"namelatd"	0.2221291201102	0.12193481964664	1.8217037656177	0.0733245169403756	"None"
"root_to_shoot_ratio"	"namenad1"	0.729004241980011	0.133551137788496	5.45861498487965	8.94762200543827e-07	"Up"
"root_to_shoot_ratio"	"namednf1"	0.0760489712764539	0.125443222708131	0.606242167848296	0.546567286304189	"None"
"root_to_shoot_ratio"	"namednf2"	0.739121630563636	0.125443222708131	5.89208101168887	1.69312769533924e-07	"Up"
"root_to_shoot_ratio"	"namednf3"	0.418823294487154	0.125443222708131	3.33874788486286	0.00142753332717302	"Up"
"root_to_shoot_ratio"	"namednf4"	0.711184385885189	0.146076317679681	4.86858100739293	8.09238698690313e-06	"Up"
"root_to_shoot_ratio"	"namednf6"	0.184002609202389	0.125443222708131	1.46681985068662	0.147479342601644	"None"
"root_to_shoot_ratio"	"namednf7"	0.565322406736038	0.125443222708131	4.50659983482228	2.9807911820412e-05	"Up"
"root_to_shoot_ratio"	"namednf1/dnf2"	0.616618649988219	0.125443222708131	4.91551983978367	6.81402398360583e-06	"Up"
"root_to_shoot_ratio"	"namednf5/dnf2"	0.838541161259759	0.125443222708131	6.68462706200394	7.53413315006118e-09	"Up"
"root_to_shoot_ratio"	"namerdn1"	-0.00766790743706685	0.146076317679681	-0.0524924748848147	0.958305057823899	"None"
"root_to_shoot_ratio"	"namesunn1"	-0.0875638883132801	0.125443222708131	-0.698036023173728	0.487764468200002	"None"
"root_to_shoot_ratio"	"namesunn4"	-0.331452115536229	0.125443222708131	-2.64224808945972	0.0104122864965499	"Down"
"cfu_per_nodule_LOG10"	"namehcl"	0.239775349526961	0.194347684643109	1.23374430710237	0.223999381715713	"None"
"cfu_per_nodule_LOG10"	"nameipd3"	-0.726219689163062	0.194184393133412	-3.73984581069871	0.000539857932863069	"Down"
"cfu_per_nodule_LOG10"	"namelatd"	-0.852198345120188	0.323175002842413	-2.63695625473774	0.011594542545039	"Down"
"cfu_per_nodule_LOG10"	"namenad1"	-0.8309284566004	0.212799077755136	-3.90475591043931	0.000328013563897299	"Down"
"cfu_per_nodule_LOG10"	"namednf1"	-0.129810997719212	0.194202347700685	-0.668431660359138	0.507430628321474	"None"
"cfu_per_nodule_LOG10"	"namednf2"	-0.215291103448201	0.182203632518283	-1.18159611020158	0.243859723452819	"None"
"cfu_per_nodule_LOG10"	"namednf3"	-0.247474537135105	0.182203632518283	-1.35823053423631	0.181474490712904	"None"
"cfu_per_nodule_LOG10"	"namednf4"	0.038679487230146	0.245390586056382	0.15762416909204	0.875490819700923	"None"
"cfu_per_nodule_LOG10"	"namednf6"	0.151238754281899	0.182203632518283	0.830053452785709	0.41109336213917	"None"
"cfu_per_nodule_LOG10"	"namednf7"	0.0750777593626954	0.182203632518283	0.41205413045298	0.682346748628524	"None"
"cfu_per_nodule_LOG10"	"namednf1/dnf2"	0.0421067551641912	0.194347684643108	0.216656839732947	0.829500421631951	"None"
"cfu_per_nodule_LOG10"	"namednf5/dnf2"	0.110253982841785	0.182203632518283	0.605114076585284	0.54828357772458	"None"
"cfu_per_nodule_LOG10"	"namerdn1"	-0.128341249611678	0.245364125580262	-0.523064442726348	0.603614505112539	"None"
"cfu_per_nodule_LOG10"	"namesunn1"	0.227112935318093	0.194141023742495	1.16983484963658	0.248510860141294	"None"
"cfu_per_nodule_LOG10"	"namesunn4"	0.289285476513089	0.182203632518283	1.58770422145157	0.119680271638007	"None"
"cfu_per_plant_LOG10"	"namehcl"	-0.144706175066648	0.169001927474968	-0.856239791040734	0.396401775399586	"None"
"cfu_per_plant_LOG10"	"nameipd3"	-1.02716266209846	0.168854271207773	-6.08313106178135	2.34981278932926e-07	"Down"
"cfu_per_plant_LOG10"	"namelatd"	-2.79616590590947	0.280973942552527	-9.9516911799988	6.05098775740767e-13	"Down"
"cfu_per_plant_LOG10"	"namenad1"	-0.724408175138641	0.169001927474969	-4.28639001910753	9.45944667658814e-05	"Down"
"cfu_per_plant_LOG10"	"namednf1"	-0.0248013776001935	0.158447088745443	-0.156527821347596	0.876317138577724	"None"
"cfu_per_plant_LOG10"	"namednf2"	-0.00312586553427993	0.158447088745443	-0.0197281348558057	0.984347462806557	"None"
"cfu_per_plant_LOG10"	"namednf3"	0.0257042295635979	0.158447088745443	0.1622259504237	0.871854183918133	"None"
"cfu_per_plant_LOG10"	"namednf4"	0.456105747049073	0.213173422124086	2.13959949840078	0.0378460080851528	"Up"
"cfu_per_plant_LOG10"	"namednf6"	0.534386543911336	0.158447088745443	3.37264981100326	0.00153908222203328	"Up"
"cfu_per_plant_LOG10"	"namednf7"	0.0474350967551474	0.158447088745443	0.299374997235546	0.766032329716241	"None"
"cfu_per_plant_LOG10"	"namednf1/dnf2"	0.229111422367705	0.169001927474969	1.35567342805388	0.181968111030214	"None"
"cfu_per_plant_LOG10"	"namednf5/dnf2"	0.256743686156889	0.158447088745443	1.6203749036334	0.112139315824597	"None"
"cfu_per_plant_LOG10"	"namerdn1"	0.408279461384628	0.213260929203927	1.91445973206943	0.0619325629882476	"None"
"cfu_per_plant_LOG10"	"namesunn1"	0.453889157791147	0.168816776148299	2.68864960075072	0.0100240991809768	"Up"
"cfu_per_plant_LOG10"	"namesunn4"	0.646219452790982	0.158447088745443	4.07845582968824	0.000182578973266035	"Up"
